Year;Rank;ID;Country;ECI;;
2006;031;est;Estonia;0,77;;
2007;028;est;Estonia;0,85;;
2008;032;est;Estonia;0,79;;
2009;035;est;Estonia;0,64;;
2010;027;est;Estonia;0,78;;
2011;028;est;Estonia;0,87;;
2012;029;est;Estonia;0,84;;
2013;028;est;Estonia;0,81;;
1993;076;eth;Ethiopia;-0,71;;
1994;096;eth;Ethiopia;-0,85;;
1995;115;eth;Ethiopia;-1,23;;
1996;099;eth;Ethiopia;-0,98;;
1997;100;eth;Ethiopia;-0,99;;
1998;106;eth;Ethiopia;-1,08;;
1999;091;eth;Ethiopia;-0,72;;
2000;108;eth;Ethiopia;-1,13;;
2001;116;eth;Ethiopia;-1,24;;
2002;123;eth;Ethiopia;-1,58;;
2003;116;eth;Ethiopia;-1,33;;
2004;121;eth;Ethiopia;-1,43;;
2005;112;eth;Ethiopia;-1,18;;
2006;116;eth;Ethiopia;-1,23;;
2007;111;eth;Ethiopia;-1,06;;
2008;103;eth;Ethiopia;-0,94;;
2009;111;eth;Ethiopia;-1,23;;
2010;116;eth;Ethiopia;-1,38;;
2011;115;eth;Ethiopia;-1,37;;
2012;106;eth;Ethiopia;-1,06;;
2013;108;eth;Ethiopia;-1,20;;
1993;007;fin;Finland;2,09;;
1994;006;fin;Finland;1,99;;
1995;006;fin;Finland;1,97;;
1996;005;fin;Finland;1,88;;
1997;005;fin;Finland;1,89;;
1998;006;fin;Finland;1,86;;
1999;006;fin;Finland;1,92;;
2000;007;fin;Finland;1,88;;
2001;006;fin;Finland;1,87;;
2002;005;fin;Finland;1,89;;
2003;005;fin;Finland;1,89;;
2004;005;fin;Finland;1,98;;
2005;005;fin;Finland;1,92;;
2006;006;fin;Finland;1,87;;
2007;004;fin;Finland;1,96;;
2008;006;fin;Finland;1,74;;
2009;006;fin;Finland;1,72;;
2010;006;fin;Finland;1,66;;
2011;008;fin;Finland;1,73;;
2012;008;fin;Finland;1,59;;
2013;008;fin;Finland;1,64;;
1993;009;fra;France;1,90;;
1994;010;fra;France;1,74;;
1995;009;fra;France;1,76;;
1996;009;fra;France;1,56;;
1997;009;fra;France;1,66;;
1998;009;fra;France;1,69;;
1999;009;fra;France;1,66;;
2000;009;fra;France;1,66;;
2001;012;fra;France;1,49;;
2002;011;fra;France;1,55;;
2003;012;fra;France;1,54;;
2004;015;fra;France;1,38;;
2005;013;fra;France;1,48;;
2006;015;fra;France;1,41;;
2007;013;fra;France;1,41;;
2008;011;fra;France;1,49;;
2009;012;fra;France;1,49;;
2010;012;fra;France;1,49;;
2011;015;fra;France;1,46;;
2012;013;fra;France;1,38;;
2013;013;fra;France;1,47;;
1993;093;gab;Gabon;-1,24;;
1994;098;gab;Gabon;-0,88;;
1995;108;gab;Gabon;-1,06;;
1996;117;gab;Gabon;-1,34;;
1997;112;gab;Gabon;-1,18;;
1998;099;gab;Gabon;-0,95;;
1999;083;gab;Gabon;-0,59;;
2000;078;gab;Gabon;-0,47;;
2001;122;gab;Gabon;-1,62;;
2002;117;gab;Gabon;-1,42;;
2003;075;gab;Gabon;-0,30;;
2004;093;gab;Gabon;-0,78;;
2005;107;gab;Gabon;-0,97;;
2006;115;gab;Gabon;-1,19;;
2007;117;gab;Gabon;-1,35;;
2008;120;gab;Gabon;-1,41;;
2009;107;gab;Gabon;-1,13;;
2010;115;gab;Gabon;-1,34;;
2011;111;gab;Gabon;-1,27;;
2012;119;gab;Gabon;-1,52;;
2013;116;gab;Gabon;-1,47;;
1993;005;gbr;United Kingdom;2,09;;
1994;007;gbr;United Kingdom;1,98;;
1995;007;gbr;United Kingdom;1,88;;
1996;007;gbr;United Kingdom;1,77;;
1997;007;gbr;United Kingdom;1,82;;
1998;005;gbr;United Kingdom;1,95;;
1999;005;gbr;United Kingdom;1,94;;
2000;005;gbr;United Kingdom;1,96;;
2001;005;gbr;United Kingdom;1,90;;
2002;006;gbr;United Kingdom;1,79;;
2003;007;gbr;United Kingdom;1,83;;
2004;008;gbr;United Kingdom;1,74;;
2005;007;gbr;United Kingdom;1,71;;
2006;007;gbr;United Kingdom;1,87;;
2007;008;gbr;United Kingdom;1,64;;
2008;009;gbr;United Kingdom;1,58;;
2009;007;gbr;United Kingdom;1,63;;
2010;010;gbr;United Kingdom;1,57;;
2011;009;gbr;United Kingdom;1,57;;
2012;007;gbr;United Kingdom;1,61;;
2013;005;gbr;United Kingdom;1,72;;
1993;x;geo;Georgia;0,10;;
1994;031;geo;Georgia;0,57;;
1995;026;geo;Georgia;0,73;;
1996;043;geo;Georgia;0,39;;
1997;039;geo;Georgia;0,52;;
1998;038;geo;Georgia;0,47;;
1999;041;geo;Georgia;0,43;;
2000;037;geo;Georgia;0,56;;
2001;061;geo;Georgia;-0,07;;
2002;052;geo;Georgia;0,06;;
2003;056;geo;Georgia;-0,06;;
2004;054;geo;Georgia;0,01;;
2005;062;geo;Georgia;-0,08;;
2006;057;geo;Georgia;0,04;;
2007;069;geo;Georgia;-0,23;;
2008;070;geo;Georgia;-0,30;;
2009;075;geo;Georgia;-0,26;;
2010;079;geo;Georgia;-0,33;;
2011;057;geo;Georgia;-0,07;;
2012;073;geo;Georgia;-0,25;;
2013;063;geo;Georgia;-0,05;;
1993;097;gha;Ghana;-1,37;;
1994;117;gha;Ghana;-1,58;;
1995;112;gha;Ghana;-1,19;;
1996;114;gha;Ghana;-1,17;;
1997;116;gha;Ghana;-1,29;;
1998;112;gha;Ghana;-1,18;;
1999;110;gha;Ghana;-1,17;;
2000;107;gha;Ghana;-1,09;;
2001;099;gha;Ghana;-0,90;;
2002;113;gha;Ghana;-1,30;;
2003;114;gha;Ghana;-1,11;;
2004;103;gha;Ghana;-0,90;;
2005;103;gha;Ghana;-0,89;;
2006;105;gha;Ghana;-0,99;;
2007;103;gha;Ghana;-0,85;;
2008;100;gha;Ghana;-0,92;;
2009;110;gha;Ghana;-1,22;;
2010;110;gha;Ghana;-1,15;;
2011;091;gha;Ghana;-0,73;;
2012;104;gha;Ghana;-1,04;;
2013;100;gha;Ghana;-0,95;;
1993;101;gin;Guinea;-1,43;;
1994;119;gin;Guinea;-1,66;;
1995;120;gin;Guinea;-1,53;;
1996;125;gin;Guinea;-2,05;;
1997;125;gin;Guinea;-1,91;;
1998;125;gin;Guinea;-1,82;;
1999;124;gin;Guinea;-1,76;;
2000;120;gin;Guinea;-1,40;;
2001;108;gin;Guinea;-1,09;;
2002;121;gin;Guinea;-1,48;;
2003;126;gin;Guinea;-1,77;;
2004;102;gin;Guinea;-0,89;;
2005;122;gin;Guinea;-1,42;;
2006;121;gin;Guinea;-1,50;;
2007;121;gin;Guinea;-1,52;;
2008;123;gin;Guinea;-1,50;;
2009;x;gin;Guinea;-1,61;;
2010;123;gin;Guinea;-1,83;;
2011;120;gin;Guinea;-1,79;;
2012;122;gin;Guinea;-1,78;;
2013;124;gin;Guinea;-2,10;;
1993;045;grc;Greece;0,11;;
1994;053;grc;Greece;0,15;;
1995;053;grc;Greece;0,18;;
1996;049;grc;Greece;0,28;;
1997;054;grc;Greece;0,18;;
1998;050;grc;Greece;0,25;;
1999;045;grc;Greece;0,31;;
2000;042;grc;Greece;0,35;;
2001;051;grc;Greece;0,15;;
2002;046;grc;Greece;0,25;;
2003;046;grc;Greece;0,20;;
2004;047;grc;Greece;0,21;;
2005;048;grc;Greece;0,16;;
2006;052;grc;Greece;0,12;;
2007;050;grc;Greece;0,24;;
2008;053;grc;Greece;0,19;;
2009;052;grc;Greece;0,27;;
2010;049;grc;Greece;0,30;;
2011;046;grc;Greece;0,17;;
2012;047;grc;Greece;0,28;;
2013;048;grc;Greece;0,27;;
1993;087;gtm;Guatemala;-0,98;;
1994;091;gtm;Guatemala;-0,79;;
1995;100;gtm;Guatemala;-0,91;;
1996;096;gtm;Guatemala;-0,96;;
1997;095;gtm;Guatemala;-0,84;;
1998;098;gtm;Guatemala;-0,88;;
1999;102;gtm;Guatemala;-1,03;;
2000;102;gtm;Guatemala;-0,99;;
2001;066;gtm;Guatemala;-0,17;;
2002;071;gtm;Guatemala;-0,28;;
2003;059;gtm;Guatemala;-0,09;;
2004;059;gtm;Guatemala;-0,02;;
2005;066;gtm;Guatemala;-0,21;;
2006;059;gtm;Guatemala;0,00;;
2007;065;gtm;Guatemala;-0,13;;
2008;065;gtm;Guatemala;-0,13;;
2009;077;gtm;Guatemala;-0,29;;
2010;080;gtm;Guatemala;-0,37;;
2011;071;gtm;Guatemala;-0,39;;
2012;075;gtm;Guatemala;-0,30;;
2013;076;gtm;Guatemala;-0,38;;
1993;037;hkg;Hong Kong;0,44;;
1994;040;hkg;Hong Kong;0,36;;
1995;038;hkg;Hong Kong;0,46;;
1996;042;hkg;Hong Kong;0,39;;
1997;045;hkg;Hong Kong;0,37;;
1998;042;hkg;Hong Kong;0,42;;
1999;040;hkg;Hong Kong;0,46;;
2000;036;hkg;Hong Kong;0,57;;
2001;018;hkg;Hong Kong;1,24;;
2002;019;hkg;Hong Kong;1,19;;
2003;027;hkg;Hong Kong;0,89;;
2004;025;hkg;Hong Kong;0,96;;
2005;028;hkg;Hong Kong;0,85;;
2006;027;hkg;Hong Kong;0,91;;
2007;029;hkg;Hong Kong;0,84;;
2008;024;hkg;Hong Kong;1,03;;
2009;044;hkg;Hong Kong;0,42;;
2010;039;hkg;Hong Kong;0,59;;
2011;032;hkg;Hong Kong;0,73;;
2012;027;hkg;Hong Kong;0,84;;
2013;036;hkg;Hong Kong;0,60;;
1993;090;hnd;Honduras;-1,08;;
1994;106;hnd;Honduras;-1,15;;
1995;103;hnd;Honduras;-0,97;;
1996;100;hnd;Honduras;-1,01;;
1997;107;hnd;Honduras;-1,10;;
1998;108;hnd;Honduras;-1,12;;
1999;109;hnd;Honduras;-1,16;;
2000;112;hnd;Honduras;-1,22;;
2001;095;hnd;Honduras;-0,79;;
2002;085;hnd;Honduras;-0,57;;
2003;079;hnd;Honduras;-0,40;;
2004;080;hnd;Honduras;-0,42;;
2005;069;hnd;Honduras;-0,23;;
2006;067;hnd;Honduras;-0,23;;
2007;072;hnd;Honduras;-0,29;;
2008;088;hnd;Honduras;-0,56;;
2009;092;hnd;Honduras;-0,64;;
2010;094;hnd;Honduras;-0,63;;
2011;093;hnd;Honduras;-0,75;;
2012;082;hnd;Honduras;-0,46;;
2013;087;hnd;Honduras;-0,59;;
1993;x;hrv;Croatia;0,82;;
1994;025;hrv;Croatia;0,72;;
1995;028;hrv;Croatia;0,71;;
1996;030;hrv;Croatia;0,67;;
1997;033;hrv;Croatia;0,64;;
1998;028;hrv;Croatia;0,79;;
1999;027;hrv;Croatia;0,78;;
2000;030;hrv;Croatia;0,69;;
2001;029;hrv;Croatia;0,81;;
2002;028;hrv;Croatia;0,96;;
2003;030;hrv;Croatia;0,78;;
2004;028;hrv;Croatia;0,84;;
2005;029;hrv;Croatia;0,84;;
2006;025;hrv;Croatia;0,95;;
2007;026;hrv;Croatia;0,93;;
2008;026;hrv;Croatia;0,99;;
2009;025;hrv;Croatia;0,85;;
2010;025;hrv;Croatia;0,89;;
2011;027;hrv;Croatia;0,88;;
2012;025;hrv;Croatia;0,87;;
2013;026;hrv;Croatia;0,90;;
1993;021;hun;Hungary;1,01;;
1994;022;hun;Hungary;0,96;;
1995;023;hun;Hungary;0,97;;
1996;022;hun;Hungary;1,05;;
1997;021;hun;Hungary;1,04;;
1998;023;hun;Hungary;1,01;;
1999;023;hun;Hungary;0,99;;
2000;023;hun;Hungary;1,09;;
2001;024;hun;Hungary;1,06;;
2002;018;hun;Hungary;1,20;;
2003;019;hun;Hungary;1,24;;
2004;016;hun;Hungary;1,32;;
2005;016;hun;Hungary;1,31;;
2006;013;hun;Hungary;1,47;;
2007;010;hun;Hungary;1,50;;
2008;014;hun;Hungary;1,45;;
2009;015;hun;Hungary;1,40;;
2010;014;hun;Hungary;1,38;;
2011;011;hun;Hungary;1,54;;
2012;014;hun;Hungary;1,33;;
2013;015;hun;Hungary;1,34;;
1993;063;idn;Indonesia;-0,44;;
1994;078;idn;Indonesia;-0,47;;
1995;075;idn;Indonesia;-0,34;;
1996;072;idn;Indonesia;-0,28;;
1997;071;idn;Indonesia;-0,28;;
1998;068;idn;Indonesia;-0,21;;
1999;065;idn;Indonesia;-0,12;;
2000;062;idn;Indonesia;-0,05;;
2001;057;idn;Indonesia;0,04;;
2002;054;idn;Indonesia;0,02;;
2003;051;idn;Indonesia;0,01;;
2004;061;idn;Indonesia;-0,08;;
2005;061;idn;Indonesia;-0,07;;
2006;060;idn;Indonesia;-0,04;;
2007;062;idn;Indonesia;-0,10;;
2008;061;idn;Indonesia;-0,03;;
2009;069;idn;Indonesia;-0,18;;
2010;069;idn;Indonesia;-0,17;;
2011;065;idn;Indonesia;-0,22;;
2012;070;idn;Indonesia;-0,17;;
2013;072;idn;Indonesia;-0,25;;
1993;048;ind;India;0,03;;
1994;062;ind;India;0,00;;
1995;060;ind;India;0,10;;
1996;059;ind;India;0,12;;
1997;052;ind;India;0,19;;
1998;055;ind;India;0,20;;
1999;054;ind;India;0,13;;
2000;053;ind;India;0,15;;
2001;045;ind;India;0,30;;
2002;047;ind;India;0,24;;
2003;044;ind;India;0,25;;
2004;051;ind;India;0,11;;
2005;050;ind;India;0,13;;
2006;049;ind;India;0,17;;
2007;053;ind;India;0,17;;
2008;051;ind;India;0,23;;
2009;056;ind;India;0,21;;
2010;058;ind;India;0,18;;
2011;049;ind;India;0,10;;
2012;045;ind;India;0,31;;
2013;050;ind;India;0,26;;
1993;013;irl;Ireland;1,59;;
1994;014;irl;Ireland;1,57;;
1995;013;irl;Ireland;1,47;;
1996;013;irl;Ireland;1,42;;
1997;016;irl;Ireland;1,37;;
1998;011;irl;Ireland;1,60;;
1999;010;irl;Ireland;1,63;;
2000;010;irl;Ireland;1,57;;
2001;009;irl;Ireland;1,62;;
2002;010;irl;Ireland;1,61;;
2003;015;irl;Ireland;1,50;;
2004;014;irl;Ireland;1,42;;
2005;014;irl;Ireland;1,44;;
2006;014;irl;Ireland;1,44;;
2007;018;irl;Ireland;1,18;;
2008;018;irl;Ireland;1,25;;
2009;014;irl;Ireland;1,40;;
2010;016;irl;Ireland;1,35;;
2011;017;irl;Ireland;1,30;;
2012;017;irl;Ireland;1,23;;
2013;016;irl;Ireland;1,27;;
1993;081;irn;Iran;-0,83;;
1994;088;irn;Iran;-0,71;;
1995;091;irn;Iran;-0,75;;
1996;089;irn;Iran;-0,60;;
1997;078;irn;Iran;-0,44;;
1998;088;irn;Iran;-0,71;;
1999;096;irn;Iran;-0,80;;
2000;084;irn;Iran;-0,60;;
2001;109;irn;Iran;-1,10;;
2002;108;irn;Iran;-1,04;;
2003;109;irn;Iran;-0,99;;
2004;110;irn;Iran;-1,01;;
2005;096;irn;Iran;-0,74;;
2006;090;irn;Iran;-0,63;;
2007;102;irn;Iran;-0,83;;
2008;117;irn;Iran;-1,28;;
2009;103;irn;Iran;-1,01;;
2010;099;irn;Iran;-0,70;;
2011;092;irn;Iran;-0,74;;
2012;101;irn;Iran;-0,97;;
2013;092;irn;Iran;-0,74;;
1993;016;isr;Israel;1,27;;
1994;017;isr;Israel;1,30;;
1995;019;isr;Israel;1,17;;
1996;019;isr;Israel;1,17;;
1997;018;isr;Israel;1,21;;
1998;018;isr;Israel;1,26;;
1999;020;isr;Israel;1,22;;
2000;019;isr;Israel;1,25;;
2001;020;isr;Israel;1,21;;
2002;022;isr;Israel;1,16;;
2003;018;isr;Israel;1,26;;
2004;018;isr;Israel;1,23;;
2005;023;isr;Israel;1,02;;
2006;021;isr;Israel;1,08;;
2007;021;isr;Israel;1,12;;
2008;019;isr;Israel;1,17;;
2009;021;isr;Israel;1,09;;
2010;019;isr;Israel;1,20;;
2011;020;isr;Israel;1,14;;
2012;015;isr;Israel;1,28;;
2013;018;isr;Israel;1,22;;
1993;012;ita;Italy;1,74;;
1994;012;ita;Italy;1,68;;
1995;011;ita;Italy;1,67;;
1996;012;ita;Italy;1,50;;
1997;011;ita;Italy;1,50;;
1998;013;ita;Italy;1,55;;
1999;012;ita;Italy;1,60;;
2000;014;ita;Italy;1,48;;
2001;011;ita;Italy;1,49;;
2002;015;ita;Italy;1,45;;
2003;013;ita;Italy;1,51;;
2004;013;ita;Italy;1,45;;
2005;015;ita;Italy;1,41;;
2006;016;ita;Italy;1,38;;
2007;014;ita;Italy;1,38;;
2008;016;ita;Italy;1,32;;
2009;018;ita;Italy;1,29;;
2010;017;ita;Italy;1,34;;
2011;016;ita;Italy;1,36;;
2012;018;ita;Italy;1,20;;
2013;017;ita;Italy;1,22;;
1993;083;jam;Jamaica;-0,84;;
1994;108;jam;Jamaica;-1,20;;
1995;088;jam;Jamaica;-0,67;;
1996;101;jam;Jamaica;-1,04;;
1997;109;jam;Jamaica;-1,11;;
1998;093;jam;Jamaica;-0,81;;
1999;099;jam;Jamaica;-0,85;;
2000;095;jam;Jamaica;-0,81;;
2001;089;jam;Jamaica;-0,68;;
2002;082;jam;Jamaica;-0,51;;
2003;085;jam;Jamaica;-0,52;;
2004;072;jam;Jamaica;-0,30;;
2005;078;jam;Jamaica;-0,36;;
2006;072;jam;Jamaica;-0,33;;
2007;092;jam;Jamaica;-0,58;;
2008;081;jam;Jamaica;-0,38;;
2009;066;jam;Jamaica;-0,11;;
2010;x;jam;Jamaica;-0,25;;
2011;066;jam;Jamaica;-0,25;;
2012;063;jam;Jamaica;-0,09;;
2013;074;jam;Jamaica;-0,33;;
1993;038;jor;Jordan;0,39;;
1994;044;jor;Jordan;0,33;;
1995;047;jor;Jordan;0,25;;
1996;050;jor;Jordan;0,26;;
1997;062;jor;Jordan;0,01;;
1998;041;jor;Jordan;0,43;;
1999;037;jor;Jordan;0,48;;
2000;039;jor;Jordan;0,47;;
2001;034;jor;Jordan;0,57;;
2002;038;jor;Jordan;0,53;;
2003;055;jor;Jordan;-0,06;;
2004;050;jor;Jordan;0,11;;
2005;049;jor;Jordan;0,15;;
2006;054;jor;Jordan;0,09;;
2007;051;jor;Jordan;0,20;;
2008;046;jor;Jordan;0,31;;
2009;054;jor;Jordan;0,22;;
2010;047;jor;Jordan;0,35;;
2011;051;jor;Jordan;0,08;;
2012;049;jor;Jordan;0,22;;
2013;051;jor;Jordan;0,21;;
1993;002;jpn;Japan;2,36;;
1994;002;jpn;Japan;2,29;;
1995;001;jpn;Japan;2,41;;
1996;001;jpn;Japan;2,24;;
1997;002;jpn;Japan;2,23;;
1998;001;jpn;Japan;2,23;;
1999;002;jpn;Japan;2,22;;
2000;001;jpn;Japan;2,35;;
2001;001;jpn;Japan;2,70;;
2002;001;jpn;Japan;2,64;;
2003;001;jpn;Japan;2,66;;
2004;001;jpn;Japan;2,72;;
2005;001;jpn;Japan;2,58;;
2006;001;jpn;Japan;2,52;;
2007;001;jpn;Japan;2,34;;
2008;001;jpn;Japan;2,37;;
2009;001;jpn;Japan;2,06;;
2010;001;jpn;Japan;2,10;;
2011;001;jpn;Japan;2,31;;
2012;001;jpn;Japan;2,23;;
2013;001;jpn;Japan;2,29;;
1993;x;kaz;Kazakhstan;0,27;;
1994;047;kaz;Kazakhstan;0,27;;
1995;036;kaz;Kazakhstan;0,49;;
1996;033;kaz;Kazakhstan;0,63;;
1997;040;kaz;Kazakhstan;0,52;;
1998;053;kaz;Kazakhstan;0,21;;
1999;056;kaz;Kazakhstan;0,13;;
2000;059;kaz;Kazakhstan;0,01;;
2001;072;kaz;Kazakhstan;-0,33;;
2002;079;kaz;Kazakhstan;-0,40;;
2003;078;kaz;Kazakhstan;-0,38;;
2004;087;kaz;Kazakhstan;-0,52;;
2005;079;kaz;Kazakhstan;-0,38;;
2006;083;kaz;Kazakhstan;-0,45;;
2007;086;kaz;Kazakhstan;-0,52;;
2008;092;kaz;Kazakhstan;-0,64;;
2009;084;kaz;Kazakhstan;-0,45;;
2010;091;kaz;Kazakhstan;-0,55;;
2011;084;kaz;Kazakhstan;-0,58;;
2012;064;kaz;Kazakhstan;-0,11;;
2013;081;kaz;Kazakhstan;-0,44;;
1993;089;ken;Kenya;-1,05;;
1994;097;ken;Kenya;-0,88;;
1995;107;ken;Kenya;-1,06;;
1996;103;ken;Kenya;-1,06;;
1997;103;ken;Kenya;-1,06;;
1998;109;ken;Kenya;-1,14;;
1999;105;ken;Kenya;-1,07;;
2000;103;ken;Kenya;-0,99;;
2001;080;ken;Kenya;-0,50;;
2002;080;ken;Kenya;-0,43;;
2003;077;ken;Kenya;-0,34;;
2004;082;ken;Kenya;-0,45;;
2005;080;ken;Kenya;-0,42;;
2006;073;ken;Kenya;-0,33;;
2007;085;ken;Kenya;-0,50;;
2008;073;ken;Kenya;-0,31;;
2009;079;ken;Kenya;-0,33;;
2010;084;ken;Kenya;-0,47;;
2011;078;ken;Kenya;-0,51;;
2012;079;ken;Kenya;-0,42;;
2013;086;ken;Kenya;-0,57;;
1993;x;kgz;Kyrgyzstan;0,11;;
1994;058;kgz;Kyrgyzstan;0,11;;
1995;064;kgz;Kyrgyzstan;-0,10;;
1996;045;kgz;Kyrgyzstan;0,36;;
1997;055;kgz;Kyrgyzstan;0,17;;
1998;060;kgz;Kyrgyzstan;0,07;;
1999;059;kgz;Kyrgyzstan;0,01;;
2000;063;kgz;Kyrgyzstan;-0,06;;
2001;067;kgz;Kyrgyzstan;-0,18;;
2002;077;kgz;Kyrgyzstan;-0,39;;
2003;083;kgz;Kyrgyzstan;-0,47;;
2004;084;kgz;Kyrgyzstan;-0,51;;
2005;087;kgz;Kyrgyzstan;-0,61;;
2006;075;kgz;Kyrgyzstan;-0,35;;
2007;064;kgz;Kyrgyzstan;-0,11;;
2008;069;kgz;Kyrgyzstan;-0,27;;
2009;x;kgz;Kyrgyzstan;-0,19;;
2010;089;kgz;Kyrgyzstan;-0,51;;
2011;082;kgz;Kyrgyzstan;-0,49;;
2012;067;kgz;Kyrgyzstan;-0,14;;
2013;069;kgz;Kyrgyzstan;-0,18;;
1993;091;khm;Cambodia;-1,08;;
1994;105;khm;Cambodia;-1,07;;
1995;105;khm;Cambodia;-1,04;;
1996;095;khm;Cambodia;-0,93;;
1997;108;khm;Cambodia;-1,11;;
1998;114;khm;Cambodia;-1,22;;
1999;106;khm;Cambodia;-1,10;;
2000;113;khm;Cambodia;-1,26;;
2001;088;khm;Cambodia;-0,65;;
2002;072;khm;Cambodia;-0,29;;
2003;087;khm;Cambodia;-0,63;;
2004;099;khm;Cambodia;-0,85;;
2005;119;khm;Cambodia;-1,32;;
2006;112;khm;Cambodia;-1,12;;
2007;108;khm;Cambodia;-1,02;;
2008;098;khm;Cambodia;-0,74;;
2009;108;khm;Cambodia;-1,15;;
2010;107;khm;Cambodia;-1,02;;
2011;106;khm;Cambodia;-1,09;;
2012;105;khm;Cambodia;-1,05;;
2013;105;khm;Cambodia;-1,03;;
1993;027;kor;South Korea;0,76;;
1994;024;kor;South Korea;0,76;;
1995;022;kor;South Korea;0,99;;
1996;024;kor;South Korea;1,01;;
1997;026;kor;South Korea;0,97;;
1998;025;kor;South Korea;0,94;;
1999;022;kor;South Korea;1,03;;
2000;022;kor;South Korea;1,09;;
2001;015;kor;South Korea;1,39;;
2002;014;kor;South Korea;1,46;;
2003;014;kor;South Korea;1,50;;
2004;009;kor;South Korea;1,63;;
2005;008;kor;South Korea;1,66;;
2006;009;kor;South Korea;1,64;;
2007;011;kor;South Korea;1,49;;
2008;012;kor;South Korea;1,49;;
2009;009;kor;South Korea;1,56;;
2010;007;kor;South Korea;1,64;;
2011;005;kor;South Korea;1,80;;
2012;005;kor;South Korea;1,70;;
2013;007;kor;South Korea;1,70;;
1993;x;kwt;Kuwait;-0,53;;
1994;x;kwt;Kuwait;-0,53;;
1995;097;kwt;Kuwait;-0,88;;
1996;073;kwt;Kuwait;-0,30;;
1997;087;kwt;Kuwait;-0,66;;
1998;080;kwt;Kuwait;-0,57;;
1999;088;kwt;Kuwait;-0,66;;
2000;083;kwt;Kuwait;-0,60;;
2001;094;kwt;Kuwait;-0,76;;
2002;089;kwt;Kuwait;-0,70;;
2003;095;kwt;Kuwait;-0,73;;
2004;063;kwt;Kuwait;-0,12;;
2005;073;kwt;Kuwait;-0,29;;
2006;080;kwt;Kuwait;-0,42;;
2007;066;kwt;Kuwait;-0,16;;
2008;113;kwt;Kuwait;-1,21;;
2009;085;kwt;Kuwait;-0,45;;
2010;066;kwt;Kuwait;-0,07;;
2011;070;kwt;Kuwait;-0,33;;
2012;112;kwt;Kuwait;-1,23;;
2013;059;kwt;Kuwait;-0,01;;
1993;080;lao;Laos;-0,83;;
1994;102;lao;Laos;-1,03;;
1995;111;lao;Laos;-1,18;;
1996;088;lao;Laos;-0,60;;
1997;092;lao;Laos;-0,80;;
1998;096;lao;Laos;-0,86;;
1999;108;lao;Laos;-1,13;;
2000;109;lao;Laos;-1,13;;
2001;092;lao;Laos;-0,75;;
2002;104;lao;Laos;-0,97;;
2003;112;lao;Laos;-1,07;;
2004;111;lao;Laos;-1,04;;
2005;105;lao;Laos;-0,97;;
2006;102;lao;Laos;-0,94;;
2007;101;lao;Laos;-0,83;;
2008;101;lao;Laos;-0,93;;
2009;101;lao;Laos;-0,97;;
2010;102;lao;Laos;-0,89;;
2011;112;lao;Laos;-1,30;;
2012;110;lao;Laos;-1,21;;
2013;112;lao;Laos;-1,33;;
1993;041;lbn;Lebanon;0,19;;
1994;046;lbn;Lebanon;0,30;;
1995;058;lbn;Lebanon;0,13;;
1996;060;lbn;Lebanon;0,11;;
1997;060;lbn;Lebanon;0,04;;
1998;061;lbn;Lebanon;0,07;;
1999;053;lbn;Lebanon;0,16;;
2000;060;lbn;Lebanon;0,01;;
2001;048;lbn;Lebanon;0,20;;
2002;045;lbn;Lebanon;0,25;;
2003;049;lbn;Lebanon;0,06;;
2004;052;lbn;Lebanon;0,10;;
2005;044;lbn;Lebanon;0,29;;
2006;045;lbn;Lebanon;0,24;;
2007;045;lbn;Lebanon;0,44;;
2008;044;lbn;Lebanon;0,39;;
2009;047;lbn;Lebanon;0,31;;
2010;048;lbn;Lebanon;0,33;;
2011;044;lbn;Lebanon;0,25;;
2012;046;lbn;Lebanon;0,30;;
2013;047;lbn;Lebanon;0,29;;
1993;056;lbr;Liberia;-0,26;;
1994;100;lbr;Liberia;-0,96;;
1995;078;lbr;Liberia;-0,43;;
1996;108;lbr;Liberia;-1,12;;
1997;082;lbr;Liberia;-0,60;;
1998;084;lbr;Liberia;-0,63;;
1999;070;lbr;Liberia;-0,27;;
2000;100;lbr;Liberia;-0,97;;
2001;075;lbr;Liberia;-0,44;;
2002;084;lbr;Liberia;-0,53;;
2003;063;lbr;Liberia;-0,14;;
2004;070;lbr;Liberia;-0,25;;
2005;084;lbr;Liberia;-0,48;;
2006;109;lbr;Liberia;-1,09;;
2007;113;lbr;Liberia;-1,10;;
2008;112;lbr;Liberia;-1,17;;
2009;096;lbr;Liberia;-0,77;;
2010;x;lbr;Liberia;-0,65;;
2011;x;lbr;Liberia;-0,65;;
2012;095;lbr;Liberia;-0,76;;
2013;078;lbr;Liberia;-0,42;;
1993;071;lby;Libya;-0,66;;
1994;082;lby;Libya;-0,55;;
1995;096;lby;Libya;-0,85;;
1996;083;lby;Libya;-0,50;;
1997;068;lby;Libya;-0,21;;
1998;092;lby;Libya;-0,75;;
1999;087;lby;Libya;-0,65;;
2000;085;lby;Libya;-0,63;;
2001;112;lby;Libya;-1,18;;
2002;105;lby;Libya;-0,99;;
2003;104;lby;Libya;-0,93;;
2004;118;lby;Libya;-1,25;;
2005;104;lby;Libya;-0,94;;
2006;101;lby;Libya;-0,92;;
2007;120;lby;Libya;-1,45;;
2008;119;lby;Libya;-1,33;;
2009;109;lby;Libya;-1,19;;
2010;111;lby;Libya;-1,21;;
2011;113;lby;Libya;-1,34;;
